"","date","year","month","area","allAveragePrice","numofsales","detachedAveragePrice","detachedNumberofSales","semidetachedAveragePrice","semidetachedNumberofSales","attachedAveragePrice","attachedNumberofSales","condotownhouseAveragePrice","condotownhouseNumberofSales","condoapartmentAveragePrice","condoapartmentNumberofSales"
"10260","12-2021",21,"12","Clarington",1020272,124,"1108922","87","797417","6","887633","15","1385000","1","568250","10"
"10261","12-2021",21,"12","Dufferin County",967317,29,"1046190","21","811000","2","814300","4","647000","1","556000","1"
"10262","12-2021",21,"12","Durham Region",1033032,671,"1178857","402","891111","52","949882","87","746196","67","560272","50"
"10263","12-2021",21,"12","East Gwillimbury",1538914,36,"1583278","32","1187500","2","1180500","2","0","0","0","0"
"10264","12-2021",21,"12","Essa",846992,13,"876900","11","550000","1","815000","1","0","0","0","0"
"10265","12-2021",21,"12","Georgina",960575,65,"994392","57","811667","3","820000","2","710000","1","486000","2"
"10266","12-2021",21,"12","Halton Hills",1271087,42,"1465656","30","0","0","1056667","3","693200","5","615000","2"
"10267","12-2021",21,"12","Halton Region",1343098,490,"1810446","230","1180807","23","1128518","88","841779","63","699100","81"
"10268","12-2021",21,"12","Innisfil",1193289,49,"1203644","39","0","0","1344175","6","0","0","866000","4"
"10269","12-2021",21,"12","King",2419562,21,"2792988","17","720000","1","1345000","1","0","0","632500","2"
"10270","12-2021",21,"12","Markham",1424721,268,"1915528","118","1296060","13","1403904","41","982641","24","732455","65"
"10271","12-2021",21,"12","Milton",1218883,131,"1774037","45","1146225","12","1005038","45","776398","14","666074","15"
"10272","12-2021",21,"12","Mississauga",1092827,539,"1805290","157","1131332","63","1117743","15","850014","92","656673","211"
"10273","12-2021",21,"12","New Tecumseth",1028852,37,"1124942","26","824667","3","935002","4","0","0","462500","2"
"10274","12-2021",21,"12","Newmarket",1293331,64,"1462388","40","1100286","7","1078067","12","776967","3","654000","2"
"10275","12-2021",21,"12","Oakville",1546037,168,"2135315","80","1323767","6","1328104","28","839999","21","748596","31"
"10276","12-2021",21,"12","Orangeville",967317,29,"1046190","21","811000","2","814300","4","647000","1","556000","1"
"10277","12-2021",21,"12","Oshawa",913188,194,"1035125","117","821427","26","828643","14","682800","25","418080","10"
"10278","12-2021",21,"12","Peel Region",1189424,1236,"1601465","534","1123463","194","1035464","100","831637","150","646533","253"
"10279","12-2021",21,"12","Pickering",1037852,92,"1351351","39","983836","8","1031014","7","789291","22","611833","15"
"10280","12-2021",21,"12","Richmond Hill",1501917,214,"2044947","106","1414334","12","1319817","34","808988","9","670175","53"
"10281","12-2021",21,"12","Scugog",1019719,17,"1043589","14","0","0","908323","3","0","0","0","0"
"10282","12-2021",21,"12","Simcoe County",1165492,159,"1221749","126","918989","9","1122718","14","8e+05","1","700571","7"
"10283","12-2021",21,"12","Toronto C01",871758,391,"1187500","2","1769878","9","1476222","9","1036488","17","823862","354"
"10284","12-2021",21,"12","Toronto C02",1552361,70,"2679960","12","2040002","13","1450000","1","1365000","4","1076894","40"
"10285","12-2021",21,"12","Toronto C03",1647798,34,"2167183","17","1433000","5","0","0","0","0","1103800","10"
"10286","12-2021",21,"12","Toronto C04",1664726,43,"2584000","18","1830000","4","0","0","0","0","889010","19"
"10287","12-2021",21,"12","Toronto C06",1073022,25,"1719655","10","0","0","0","0","0","0","641933","15"
"10288","12-2021",21,"12","Toronto C07",1103390,78,"2040264","22","1135589","2","1399000","1","959293","3","692612","50"
"10289","12-2021",21,"12","Toronto C08",793628,189,"2183000","1","0","0","1305647","2","1017500","6","774880","179"
"10290","12-2021",21,"12","Toronto C09",1919552,29,"4541833","6","3329000","1","1655000","1","1402500","2","1054000","16"
"10291","12-2021",21,"12","Toronto C10",1071648,61,"2710543","7","1734000","4","0","0","805750","4","787777","46"
"10292","12-2021",21,"12","Toronto C11",847611,35,"2239200","5","1180000","1","0","0","1177500","2","553163","27"
"10293","12-2021",21,"12","Toronto C12",2300267,15,"3360600","5","0","0","0","0","959001","2","1972875","8"
"10294","12-2021",21,"12","Toronto C13",1029105,60,"2015505","14","1127250","4","1480000","1","1047700","2","652431","39"
"10295","12-2021",21,"12","Toronto C14",1237101,114,"2580827","30","0","0","1394000","2","1034663","8","709991","74"
"10296","12-2021",21,"12","Toronto C15",896220,137,"2097518","17","1255976","9","0","0","932880","10","650567","100"
"10297","12-2021",21,"12","Toronto Central",1054475,1281,"2395647","166","1662748","52","1451135","17","1034428","60","790661","977"
"10298","12-2021",21,"12","Toronto E01",1286553,34,"1486500","6","1562735","12","1464667","6","790000","1","721444","9"
"10299","12-2021",21,"12","Toronto E02",1298600,26,"1631000","8","1391661","10","1180000","1","1175000","1","752250","4"
"10300","12-2021",21,"12","Toronto E03",1169829,55,"1575875","24","1182099","12","1325000","2","678000","1","562900","16"
"10301","12-2021",21,"12","Toronto E04",946802,76,"1222974","39","943750","4","1011666","3","870000","1","571759","29"
"10302","12-2021",21,"12","Toronto E05",830198,65,"1462217","12","1114667","3","1079722","4","832000","9","574740","37"
"10303","12-2021",21,"12","Toronto E06",1215282,23,"1350500","17","970000","2","0","0","0","0","763248","4"
"10304","12-2021",21,"12","Toronto E07",985961,50,"1419928","17","1159000","2","1028750","4","902963","3","595542","21"
"10305","12-2021",21,"12","Toronto E08",915132,50,"1374273","22","960000","1","0","0","705000","2","526103","25"
"10306","12-2021",21,"12","Toronto E09",909878,79,"1240053","34","1099600","5","0","0","6e+05","5","606303","35"
"10307","12-2021",21,"12","Toronto E10",1060885,46,"1439208","25","999999","1","0","0","743786","7","508769","13"
"10308","12-2021",21,"12","Toronto E11",794465,46,"1132200","10","1005714","7","958000","5","706600","5","518969","19"
"10309","12-2021",21,"12","Toronto East",996363,550,"1363672","214","1232705","59","1155075","25","767411","35","579065","212"
"10310","12-2021",21,"12","Toronto W01",1094836,20,"1736000","3","1500000","1","1394439","3","1257500","2","772540","10"
"10311","12-2021",21,"12","Toronto W02",1389938,41,"1742748","20","1286563","8","1132500","2","1075125","4","764083","6"
"10312","12-2021",21,"12","Toronto W03",966707,47,"1189286","21","989417","6","936250","2","761688","8","655775","10"
"10313","12-2021",21,"12","Toronto W04",889836,66,"1249571","28","1098333","3","810000","1","588000","2","576881","32"
"10314","12-2021",21,"12","Toronto W05",880955,98,"1429177","22","1034674","23","1130318","5","592028","18","492870","30"
"10315","12-2021",21,"12","Toronto W06",900461,97,"1502099","18","1550000","1","1115000","2","945175","8","725083","67"
"10316","12-2021",21,"12","Toronto W07",1495320,17,"1743786","11","0","0","1289967","3","0","0","789633","3"
"10317","12-2021",21,"12","Toronto W08",1044665,87,"1898485","24","0","0","1508750","4","1033333","3","649516","55"
"10318","12-2021",21,"12","Toronto W09",873646,28,"1465643","11","0","0","925000","1","0","0","463438","16"
"10319","12-2021",21,"12","Toronto W10",855194,63,"1172083","29","1170000","1","0","0","675000","4","552305","29"
"10320","12-2021",21,"12","Toronto West",977611,564,"1461836","187","1105616","43","1210535","23","777610","49","628754","258"
"10321","12-2021",21,"12","TRREB Total",1157849,6031,"1598735","2437","1181046","501","1136657","502","846525","481","711933","2058"
"10322","12-2021",21,"12","Uxbridge",1808415,19,"2158214","14","0","0","856667","3","751000","1","0","0"
"10323","12-2021",21,"12","Vaughan",1379820,272,"1944689","119","1308025","20","1270883","37","995800","10","698433","85"
"10324","12-2021",21,"12","Whitby",1087510,127,"1259314","67","1047429","7","1012871","29","730336","14","634422","9"
"10325","12-2021",21,"12","Whitchurch-Stouffville",1653758,43,"2062754","26","1142333","3","1092889","9","701500","2","757500","2"
"10326","12-2021",21,"12","York Region",1425366,1051,"1816614","557","1248195","67","1282933","144","926016","55","703323","219"
"10327","12-2022",22,"12","Adjala-Tosorontio",1171800,5,"1171800","5",NA,"0",NA,"0",NA,"0",NA,"0"
"10328","12-2022",22,"12","Ajax",889431,63,"1048106","31","820367","3","820320","15","653250","6","524500","5"
"10329","12-2022",22,"12","Aurora",1239509,34,"1400457","23","837500","2","968000","4","1540000","1","711450","4"
"10330","12-2022",22,"12","Bradford West Gwillimbury",1102475,20,"1238964","14","994500","2","690000","1",NA,"0","485000","1"
"10331","12-2022",22,"12","Brampton",981920,268,"1142193","144","899291","53","857106","33","678641","16","504930","20"
"10332","12-2022",22,"12","Brock",716750,4,"739000","3","650000","1",NA,"0",NA,"0",NA,"0"
"10333","12-2022",22,"12","Burlington",1070036,103,"1474348","50",NA,"0","940143","7","771706","17","579183","29"
"10334","12-2022",22,"12","Caledon",1180922,30,"1359759","18","1081750","4","902600","5","727000","2","658000","1"
"10335","12-2022",22,"12","City of Toronto",1017989,1162,"1627635","310","1152073","83","1076226","38","774884","72","741584","646"
"10336","12-2022",22,"12","City of Toronto Total",1017989,1162,"1627635","310","1152073","83","1076226","38","774884","72","741584","646"
"10337","12-2022",22,"12","Clarington",756532,73,"812957","46","648750","2","720804","11","639100","5","546357","7"
"10338","12-2022",22,"12","Dufferin County",716294,17,"782909","11","725000","1","677500","2","565000","1","460000","2"
"10339","12-2022",22,"12","Durham Region",874456,380,"972440","240","752370","20","804493","53","633301","33","534788","25"
"10340","12-2022",22,"12","East Gwillimbury",1353037,27,"1482450","20","950000","5","1066500","2",NA,"0",NA,"0"
"10341","12-2022",22,"12","Essa",881250,12,"968333","9",NA,"0","620000","3",NA,"0",NA,"0"
"10342","12-2022",22,"12","Georgina",899793,29,"919370","27",NA,"0","886000","1",NA,"0","385000","1"
"10343","12-2022",22,"12","Halton Hills",1092168,38,"1156653","32",NA,"0","879750","2","682500","4",NA,"0"
"10344","12-2022",22,"12","Halton Region",1188341,305,"1502129","170","1026763","8","934298","38","753471","35","677230","53"
"10345","12-2022",22,"12","Innisfil",719778,41,"729674","34",NA,"0","712417","6",NA,"0","427500","1"
"10346","12-2022",22,"12","King",2031167,9,"2678750","6","1130000","1",NA,"0",NA,"0","539000","2"
"10347","12-2022",22,"12","Markham",1263495,162,"1785083","61","1249060","8","1175366","26","1013168","22","644070","37"
"10348","12-2022",22,"12","Milton",1069068,71,"1361618","34","1015367","3","869438","19","691250","4","617839","10"
"10349","12-2022",22,"12","Mississauga",977016,280,"1464493","93","964661","28","982375","8","776448","61","612597","90"
"10350","12-2022",22,"12","New Tecumseth",810636,22,"856267","15","585000","2","837500","2",NA,"0","615000","2"
"10351","12-2022",22,"12","Newmarket",1049043,50,"1194144","29","834429","7","937778","9","742500","2","685333","3"
"10352","12-2022",22,"12","Oakville",1449722,93,"1821049","54","1033600","5","1064350","10","775750","10","922750","14"
"10353","12-2022",22,"12","Orangeville",716294,17,"782909","11","725000","1","677500","2","565000","1","460000","2"
"10354","12-2022",22,"12","Oshawa",774621,98,"841475","68","702500","8","765667","6","565488","10","470617","6"
"10355","12-2022",22,"12","Peel Region",989873,578,"1275095","255","929411","85","883837","46","755387","79","593606","111"
"10356","12-2022",22,"12","Pickering",996052,51,"1150596","33",NA,"0","812100","5","669944","9","559500","2"
"10357","12-2022",22,"12","Richmond Hill",1315087,101,"1932087","46","1077800","5","1163400","12","817500","4","627294","34"
"10358","12-2022",22,"12","Scugog",834615,13,"834615","13",NA,"0",NA,"0",NA,"0",NA,"0"
"10359","12-2022",22,"12","Simcoe County",858284,100,"903538","77","789750","4","708292","12",NA,"0","535625","4"
"10360","12-2022",22,"12","Toronto C01",847322,168,"1617500","2","1534333","9","1336000","6","972200","5","771787","145"
"10361","12-2022",22,"12","Toronto C02",1990246,28,"3663667","6","2179333","3",NA,"0",NA,"0","1494272","18"
"10362","12-2022",22,"12","Toronto C03",2215721,15,"3690877","8",NA,"0",NA,"0",NA,"0","529829","7"
"10363","12-2022",22,"12","Toronto C04",1776895,29,"2271852","14",NA,"0",NA,"0",NA,"0","1380287","14"
"10364","12-2022",22,"12","Toronto C06",1165211,16,"1569780","9",NA,"0",NA,"0","862000","1","608892","6"
"10365","12-2022",22,"12","Toronto C07",1266466,35,"2609380","10","1250000","1",NA,"0","776667","3","697738","21"
"10366","12-2022",22,"12","Toronto C08",799753,88,NA,"0","1385000","2","1209500","2",NA,"0","776063","84"
"10367","12-2022",22,"12","Toronto C09",3072000,6,"4935000","3",NA,"0",NA,"0",NA,"0","1113500","2"
"10368","12-2022",22,"12","Toronto C10",936138,29,"2737500","2","1146000","2","1280000","1",NA,"0","754208","24"
"10369","12-2022",22,"12","Toronto C11",764198,14,"2610000","1","1220888","1",NA,"0","8e+05","1","551626","11"
"10370","12-2022",22,"12","Toronto C12",2706311,9,"3430000","5",NA,"0",NA,"0",NA,"0","1801700","4"
"10371","12-2022",22,"12","Toronto C13",1199537,27,"2461875","8","850000","1",NA,"0","657500","2","657969","16"
"10372","12-2022",22,"12","Toronto C14",1105757,42,"2148032","10",NA,"0","1390400","2","598667","3","768834","26"
"10373","12-2022",22,"12","Toronto C15",1016810,54,"1810696","13","1160250","4",NA,"0","818396","8","695879","29"
"10374","12-2022",22,"12","Toronto Central",1126006,560,"2544243","91","1450908","23","1317800","11","804833","23","809912","407"
"10375","12-2022",22,"12","Toronto E01",1011138,29,"1499667","3","1253000","7","1088000","5","795000","4","743300","10"
"10376","12-2022",22,"12","Toronto E02",1019847,17,"1017750","4","1073983","6",NA,"0","1179500","2","892700","5"
"10377","12-2022",22,"12","Toronto E03",1028684,27,"1228773","14","1097792","6","862500","2",NA,"0","451980","5"
"10378","12-2022",22,"12","Toronto E04",767244,40,"986971","17","755000","3","846000","3","718000","3","496732","14"
"10379","12-2022",22,"12","Toronto E05",824227,29,"1273765","9","965000","1",NA,"0","750000","1","595760","18"
"10380","12-2022",22,"12","Toronto E06",881989,15,"1019481","9","1275000","1",NA,"0",NA,"0","555900","5"
"10381","12-2022",22,"12","Toronto E07",705781,32,"1203333","6","950000","1",NA,"0","835000","1","565833","24"
"10382","12-2022",22,"12","Toronto E08",1046058,24,"1640189","10","915000","1","902500","1","625750","4","547875","8"
"10383","12-2022",22,"12","Toronto E09",703866,35,"991818","11",NA,"0",NA,"0","672400","5","545437","19"
"10384","12-2022",22,"12","Toronto E10",878000,22,"1039417","12","881333","3","862500","2","675000","1","473333","3"
"10385","12-2022",22,"12","Toronto E11",809044,18,"974063","8","768000","1","889650","2","7e+05","1","529600","5"
"10386","12-2022",22,"12","Toronto East",862714,288,"1145514","103","1052788","30","940653","15","750818","22","577656","116"
"10387","12-2022",22,"12","Toronto W01",1413494,16,"2307200","5","1515000","3","1360000","1","552500","2","813980","5"
"10388","12-2022",22,"12","Toronto W02",1098364,22,"1670000","4","1178750","8","942750","2","842500","2","747250","6"
"10389","12-2022",22,"12","Toronto W03",907540,24,"1027265","15","818400","5",NA,"0",NA,"0","570000","4"
